"V1" "V2"
"1" -4.23255343831011 -0.0382009183923618
"2" -4.25509956394168 -0.0223367926215837
"3" -3.68569226469547 -0.0236953962326338
"4" -4.20498777982577 -0.044731217269647
"5" -4.51260322584407 -0.0314961939838989
"6" -3.80194369817597 -0.0218551869305404
"7" -4.28120873031847 -0.0299636073145227
"8" -4.68709339051609 -0.0307578678486858
"9" -3.18365087278119 0.0121155719665225
"10" -4.55102126262666 -0.0417359940352197
"11" -4.30657745152082 -0.0206430316914656
"12" -4.55428439983932 -0.0353067806335878
"13" -4.18540461885724 -0.0405284271644736
"14" -3.30602436787957 0.0201056436204703
"15" -3.05285989528838 0.0213490448718977
"16" -2.59530293709754 0.0260524015163154
"17" -3.39644123401275 -0.00616780547254189
"18" -4.30029903839468 -0.00870184456019343
"19" -3.5818394762554 -0.0338499354700101
"20" -4.09256569897835 -0.00330197700323822
"21" -4.31527771326758 -0.0862593309007411
"22" -4.54847959805143 -0.0376117891419589
"23" -3.91560702799314 0.0148930617989582
"24" -4.38494701855039 -0.121157387190162
"25" -4.30822638191553 -0.0859102798240788
"26" -4.41973048161069 -0.0736621168552437
"27" -4.6417736696758 -0.0566377528085453
"28" -4.57158906168852 -0.0505348184281313
"29" -4.67304669215109 -0.0408841055946115
"30" -4.23747013211342 -0.0677563665764914
"31" -4.48323226347705 -0.0688727678416774
"32" -4.04783764756815 -0.0711438535869243
"33" -3.80497951203223 0.000583703821174487
"34" -2.97187657399833 0.0290713898866744
"35" -4.43637250604145 -0.05450382774855
"36" -4.399503970187 -0.0237894758983259
"37" -3.74841437055798 0.00746151323928391
"38" -4.04841578037271 -0.0134620473877055
"39" -3.23865912198656 -0.0115651382152743
"40" -4.7338861312458 -0.0539553298864962
"41" -4.72287539917267 -0.0231077737770908
"42" -2.22297173271777 0.0222969598648711
"43" -3.71826284907827 0.00866970511609851
"44" -4.28163556419515 -0.0429003966822396
"45" -3.93231357872936 -0.0948053820109591
"46" -4.32638529742711 -0.0313077915903794
"47" -4.37961111398579 -0.0208419092182294
"48" -4.35004430483539 -0.0176030778805613
"49" -4.44535835577384 -0.0230459060225358
"50" -4.77913374291509 -0.0379534160580182
"51" 2.04667299734847 -0.550946526536337
"52" 2.83606678521573 -1.06162722473973
"53" 2.35742498425954 -0.139685389072709
"54" 1.77342020743122 -2.82019109432828
"55" 2.14077778226124 -1.72579622019311
"56" 2.75718712533742 -2.27652666980354
"57" 2.79207337903147 0.0131082849205616
"58" 0.432942985242789 -1.77858204002142
"59" 2.72155737134541 -1.19049830143568
"60" 1.53683516348809 -2.6719188359493
"61" 0.558448886767672 -1.68443420397845
"62" 2.66024161533665 -1.85090982961737
"63" 1.79279294221954 -2.60247159537632
"64" 2.67652289412055 -2.0473564801392
"65" 1.64860072977188 -2.69724499557184
"66" 2.45652359738465 -1.29564524863167
"67" 2.06104094716942 -2.390487139348
"68" 2.22674852655563 -2.98079026891581
"69" 2.48824331475593 -1.49829412519659
"70" 1.95148992658288 -2.88900033251429
"71" 2.54542811302265 -1.20558840532152
"72" 2.45817779742309 -2.27412907484786
"73" 2.82508568010177 -0.817831674141187
"74" 2.58406097737195 -2.18437276331151
"75" 2.66622494941125 -1.43753432126999
"76" 2.37398292443012 -1.74585452217771
"77" 2.10323615730869 -1.06862538960246
"78" 2.3425936026081 -0.390169255287331
"79" 2.98777183236455 -1.44145803986127
"80" 1.42459448070635 -2.5278368683837
"81" 1.5658816759297 -2.84602702030649
"82" 1.30832364076602 -2.66987332833703
"83" 2.22943294426441 -2.83846064196833
"84" 2.7437292299772 -0.751321187878004
"85" 1.99135789767212 -2.35413986564388
"86" 2.54261706503167 -0.611077638292465
"87" 2.34919851704732 -1.07727045751381
"88" 2.49101598603722 -1.61646329893786
"89" 2.33385066630547 -2.68030044574126
"90" 1.64377356704475 -2.79044514435314
"91" 2.17454175231471 -2.79067475229141
"92" 2.56993254335591 -2.18128653654601
"93" 2.31817596924132 -2.93566686637234
"94" 0.483905698997395 -1.83296814742684
"95" 2.27897829459881 -3.00691083691295
"96" 2.11092393607286 -2.86118645832012
"97" 2.39564076339724 -1.82811956397785
"98" 2.50861570609728 -2.57032123061745
"99" 0.232735207079634 -1.63638032282549
"100" 2.21975297248874 -3.03699007074706
"101" 1.56585319851656 2.24366778180157
"102" 2.19051332473875 1.56286640728275
"103" 1.68168311584458 2.48587110452823
"104" 2.23459521188492 2.66490847752133
"105" 2.19782781129403 2.91402348179071
"106" 0.665885173505703 1.73004157094126
"107" 1.41038037368112 -0.9511062560044
"108" 1.00350446190398 2.16146073025493
"109" 1.55070924271558 2.39128599561056
"110" 1.05346645863145 2.23325940718615
"111" 2.7974532698148 1.77506413829553
"112" 2.5630619792692 2.45615913416432
"113" 2.35563391012913 2.96234429426751
"114" 2.31889125238033 0.913812592265506
"115" 2.05055936425855 1.70818061248828
"116" 2.42309528475627 2.64480531650258
"117" 2.58048752982233 2.69362308363445
"118" 0.377668166866784 1.19521832476522
"119" 0.343521286787344 1.05123060895643
"120" 2.00001593879822 0.827208836819463
"121" 1.74181812660131 2.95817870472577
"122" 2.32238639356232 0.809992715642164
"123" 0.531217229842488 1.46627947461927
"124" 2.75632361631742 1.48211317377458
"125" 1.66539384095067 2.77181712982744
"126" 1.44850339637867 2.59107860528971
"127" 3.09493738148722 0.353898226136597
"128" 2.65970432700068 1.50075827144647
"129" 2.19319138276286 2.87940562641155
"130" 1.57580839945553 1.77878676667091
"131" 1.22896081289707 2.29328933359025
"132" 0.376286822494646 1.16246076531742
"133" 2.32209919372857 2.09673323102432
"134" 2.6668011892893 1.55786452987489
"135" 2.05082953863298 1.73124789949842
"136" 0.859401758252173 1.7881820099243
"137" 2.0057608186739 2.60795529758002
"138" 2.56926387640214 2.6302523314354
"139" 2.38287818157372 1.3129155389257
"140" 2.33699302770652 2.66972087715974
"141" 1.99031359171678 3.0185649291218
"142" 2.07881040440635 2.52041581961867
"143" 2.69958141309389 0.895487872623628
"144" 1.79435730606549 3.0179154033388
"145" 1.85358024055211 2.85261905653707
"146" 2.05794352603408 2.69510588734099
"147" 2.78259390309847 1.2407674442075
"148" 2.73184388015951 2.49640544908616
"149" 2.16123705140338 1.72201382921733
"150" 2.83259124224044 1.06237654467143
